name,years_experience,skills,education,graduation_year,graduation_percentage,tenth_percentage,twelfth_percentage,tenth_school,twelfth_school,tenth_passing_out_year,twelfth_passing_out_year,Criteria_Label
Pranav,4,"GitHub, GitLab, JavaScript, Express.js, Node.js, Webpack, HTML, Bootstrap",MCA in Computer Science at IIT Delhi,2017,92.65,85.97,88.43,into School,which Higher Secondary School,2014,2014,0
Ishita,12,"Git, Responsive Web Design, HTML, RESTful API, Flask, GraphQL, GitHub, Node.js",BCA in Computer Science at NIT Warangal,2017,88.51,65.89,86.36,go School,of Higher Secondary School,2013,2015,0
Ravi,14,"GitHub, LESS, RESTful API, GraphQL, Django, Responsive Web Design, jQuery, CSS",MCA in Computer Science at NIT Warangal,2007,63.87,77.14,87.42,alone School,father Higher Secondary School,2002,2005,0
Aisha,6,"Express.js, Bootstrap, Responsive Web Design, LESS, CSS, Webpack, jQuery, HTML",M.E in Computer Science at NIT Warangal,2013,68.27,61.34,81.25,scientist School,fire Higher Secondary School,2011,2009,0
Pranav,14,"Bootstrap, Git, RESTful API, GitLab, jQuery, Express.js, GitHub, Vue.js",M.E in Computer Science at Anna University,2003,67.61,94.01,87.74,recently School,employee Higher Secondary School,1998,2002,0
Neha,1,"Flask, RESTful API, jQuery, CSS, React, Bootstrap, Git, GitHub",M.Tech in Computer Science at Anna University,2000,86.72,84.21,91.36,center School,teach Higher Secondary School,1996,1999,0
Sanya,11,"GitHub, SASS, LESS, GitLab, Responsive Web Design, Django, React, Git",M.Tech in Computer Science at IIM Ahmedabad,2004,88.92,76.96,72.56,decide School,yourself Higher Secondary School,2002,2003,1
Aryan,10,"Git, React, SASS, GraphQL, Angular, Responsive Web Design, jQuery, Django",BCA in Computer Science at IIM Calcutta,2015,65.24,90.17,92.85,natural School,end Higher Secondary School,2013,2012,0
Pranav,5,"Node.js, Bootstrap, GraphQL, JavaScript, Vue.js, Angular, jQuery, GitLab",MCA in Computer Science at IIT Bombay,2000,85.79,67.36,94.02,military School,son Higher Secondary School,1998,1998,0
Pranav,12,"React, Vue.js, jQuery, Webpack, Node.js, CSS, Django, JavaScript",BCA in Computer Science at IIT Bombay,2015,61.23,77.16,71.12,the School,city Higher Secondary School,2011,2012,0
Ishika,4,"Vue.js, Express.js, CSS, Bootstrap, Webpack, GraphQL, Responsive Web Design, Angular",MCA in Computer Science at IIT Roorkee,2000,68.16,66.2,70.75,direction School,along Higher Secondary School,1997,1999,0
Aryan,2,"GitLab, GraphQL, Git, Vue.js, SASS, Responsive Web Design, Angular, Express.js",B.E in Computer Science at BITS Pilani,2019,83.76,82.08,69.67,goal School,worker Higher Secondary School,2014,2016,0
Ravi,11,"jQuery, LESS, CSS, Django, RESTful API, Webpack, Node.js, React",M.Tech in Computer Science at IIFT Delhi,2004,90.34,83.12,69.15,guy School,court Higher Secondary School,2002,2002,0
Rohan,0,"GitHub, React, Vue.js, JavaScript, Bootstrap, Responsive Web Design, Flask, SASS",MCA in Computer Science at NIT Trichy,2021,78.49,80.16,79.28,certain School,whom Higher Secondary School,2016,2017,0
Diya,5,"Express.js, Django, RESTful API, CSS, Node.js, jQuery, Angular, React",BCA in Computer Science at IIT Kharagpur,2021,81.11,68.29,68.91,describe School,finally Higher Secondary School,2016,2018,0
Ravi,13,"GitLab, RESTful API, SASS, Angular, Responsive Web Design, GitHub, CSS, LESS",MCA in Computer Science at NIT Trichy,2021,62.25,69.39,71.36,would School,ten Higher Secondary School,2018,2018,0
Aryan,3,"Express.js, Angular, Webpack, Bootstrap, CSS, RESTful API, JavaScript, Django",B.E in Computer Science at IIM Lucknow,2014,60.43,66.81,86.26,no School,radio Higher Secondary School,2010,2011,0
Pranav,3,"GitHub, Webpack, JavaScript, Express.js, GitLab, React, Flask, Git",BCA in Computer Science at Anna University,2005,74.94,68.15,76.06,something School,happen Higher Secondary School,2003,2001,0
Varun,1,"Git, GitLab, jQuery, Flask, Vue.js, RESTful API, CSS, Angular",B.Tech in Computer Science at IIT Kharagpur,2021,78.38,87.51,71.51,behavior School,citizen Higher Secondary School,2018,2020,0
Kiran,8,"Flask, LESS, CSS, GitLab, SASS, Angular, HTML, Git",B.Tech in Computer Science at IISc Bangalore,2013,92.98,82.31,72.94,hear School,employee Higher Secondary School,2009,2009,1
Arjun,10,"Flask, JavaScript, Responsive Web Design, Angular, Django, RESTful API, Webpack, React",B.E in Computer Science at IIM Ahmedabad,2022,64.52,70.43,82.45,simply School,civil Higher Secondary School,2018,2021,0
Pranav,2,"HTML, GitLab, Angular, Responsive Web Design, LESS, SASS, Webpack, JavaScript",MCA in Computer Science at IIT Roorkee,2009,75.89,60.91,81.55,challenge School,prevent Higher Secondary School,2007,2007,0
Ishita,13,"Responsive Web Design, GitHub, React, Django, Vue.js, Node.js, CSS, Bootstrap",B.Tech in Computer Science at IIT Madras,2016,66.25,74.65,69.27,school School,force Higher Secondary School,2012,2012,0
Aryan,12,"SASS, Responsive Web Design, Git, Django, GraphQL, LESS, HTML, Angular",B.E in Computer Science at NIT Trichy,2009,61.1,72.08,66.48,sure School,fall Higher Secondary School,2006,2005,0
Yash,0,"Angular, RESTful API, LESS, SASS, CSS, Vue.js, GitLab, Flask",M.E in Computer Science at IISc Bangalore,2016,91.76,92.98,66.86,suddenly School,president Higher Secondary School,2012,2013,0
Varun,10,"RESTful API, Vue.js, JavaScript, Git, Responsive Web Design, React, LESS, Webpack",M.Tech in Computer Science at IIT Roorkee,2013,69.28,64.41,75.85,shoulder School,bill Higher Secondary School,2011,2012,0
Aisha,10,"GitLab, Node.js, Bootstrap, Django, Webpack, Responsive Web Design, GraphQL, RESTful API",B.E in Computer Science at IIM Lucknow,2014,72.05,91.9,68.08,control School,book Higher Secondary School,2012,2013,0
Yash,5,"Node.js, CSS, GitLab, Angular, jQuery, HTML, Express.js, SASS",B.E in Computer Science at IIT Madras,2019,68.29,69.46,76.9,bank School,middle Higher Secondary School,2014,2017,0
Ishika,9,"Node.js, jQuery, CSS, HTML, Vue.js, Django, SASS, GraphQL",B.Tech in Computer Science at IIT Kanpur,2007,63.17,92.3,82.96,go School,prove Higher Secondary School,2005,2005,0
Aditi,11,"HTML, jQuery, GitLab, GitHub, GraphQL, Vue.js, SASS, Angular",B.Tech in Computer Science at IIT Roorkee,2003,68.51,90.15,60.93,challenge School,total Higher Secondary School,1999,2000,0
Aryan,8,"Webpack, JavaScript, GitHub, Vue.js, React, HTML, LESS, jQuery",BCA in Computer Science at NIT Trichy,2018,88.94,74.45,91.1,bar School,factor Higher Secondary School,2013,2015,1
Vikram,3,"GitLab, React, SASS, Bootstrap, Responsive Web Design, Django, Webpack, Angular",MCA in Computer Science at IIM Ahmedabad,2021,65.22,66.64,92.09,child School,analysis Higher Secondary School,2016,2019,0
Vikram,4,"Django, React, JavaScript, GitHub, Bootstrap, CSS, LESS, Express.js",M.Tech in Computer Science at IIFT Delhi,2015,79.24,73.32,72.37,like School,strategy Higher Secondary School,2011,2013,0
Anaya,8,"RESTful API, React, Node.js, JavaScript, Git, Flask, LESS, Vue.js",B.E in Computer Science at Anna University,2011,80.45,78.66,81.88,certainly School,soldier Higher Secondary School,2007,2008,1
Aditi,10,"JavaScript, Flask, Vue.js, SASS, Angular, GitHub, Responsive Web Design, CSS",MCA in Computer Science at IIM Ahmedabad,2022,61.22,75.06,70.15,interest School,up Higher Secondary School,2019,2018,0
Sanya,7,"Git, Express.js, JavaScript, SASS, Angular, jQuery, LESS, HTML",BCA in Computer Science at Anna University,2001,88.8,60.05,68.73,onto School,leg Higher Secondary School,1997,1997,0
Ishita,4,"SASS, JavaScript, GitHub, Flask, LESS, HTML, Responsive Web Design, Webpack",B.E in Computer Science at Delhi University,2016,87.59,62.54,74.1,build School,simple Higher Secondary School,2014,2014,0
Aditi,9,"SASS, Express.js, Bootstrap, Responsive Web Design, Flask, RESTful API, Vue.js, LESS",B.E in Computer Science at IIT Madras,2004,79.96,92.25,90.28,rate School,do Higher Secondary School,2001,2000,1
Pranav,1,"GitLab, Vue.js, React, Angular, GitHub, GraphQL, HTML, Bootstrap",M.E in Computer Science at IIM Ahmedabad,2009,89.22,83.44,86.59,war School,over Higher Secondary School,2006,2006,0
Kiran,15,"jQuery, Flask, GraphQL, SASS, Express.js, Node.js, Django, Bootstrap",M.E in Computer Science at Anna University,2011,81.62,60.7,85.5,election School,he Higher Secondary School,2008,2007,0
Varun,1,"Webpack, GitHub, Angular, Git, Express.js, LESS, Flask, GitLab",M.E in Computer Science at IIM Bangalore,2022,92.17,64.14,78.24,allow School,spend Higher Secondary School,2020,2020,0
Arjun,13,"HTML, Vue.js, Angular, Flask, Node.js, Git, CSS, GraphQL",B.Tech in Computer Science at IIT Kharagpur,2020,90.63,80.79,64.44,the School,then Higher Secondary School,2016,2016,0
Rohan,1,"Django, JavaScript, Responsive Web Design, Git, Bootstrap, CSS, RESTful API, Vue.js",MCA in Computer Science at Delhi University,2001,62.55,76.24,88.77,sister School,music Higher Secondary School,1996,1998,0
Aarav,7,"GraphQL, Webpack, jQuery, Git, SASS, GitLab, Node.js, RESTful API",B.E in Computer Science at Delhi University,2022,80.91,62.5,61.98,medical School,right Higher Secondary School,2017,2019,0
Kiran,13,"Vue.js, HTML, LESS, Angular, React, jQuery, GraphQL, Git",M.Tech in Computer Science at IIT Delhi,2005,64.85,66.23,80.93,ready School,who Higher Secondary School,2001,2001,0
Pranav,7,"GitLab, GitHub, LESS, Express.js, HTML, React, Vue.js, Node.js",B.E in Computer Science at IIT Kharagpur,2018,74.55,74.03,66.68,win School,itself Higher Secondary School,2013,2017,0
Ishita,3,"Webpack, Vue.js, Express.js, LESS, Angular, Django, GitLab, Node.js",MCA in Computer Science at IIT Madras,2020,63.89,62.23,80.57,ask School,example Higher Secondary School,2015,2016,0
Aarav,9,"GraphQL, Git, Express.js, Flask, LESS, SASS, Bootstrap, Vue.js",BCA in Computer Science at Jawaharlal Nehru University,2012,73.15,71.95,62.97,other School,cultural Higher Secondary School,2007,2008,0
Ravi,8,"Angular, JavaScript, HTML, Express.js, RESTful API, GraphQL, SASS, React",M.E in Computer Science at IIM Ahmedabad,2007,62.78,83.57,72.59,bit School,reach Higher Secondary School,2005,2004,0
Rahul,6,"GraphQL, React, CSS, Node.js, LESS, Git, jQuery, RESTful API",B.E in Computer Science at NIT Trichy,2022,93.56,66.19,61.69,region School,out Higher Secondary School,2017,2018,0
Ishita,13,"HTML, LESS, SASS, Express.js, Git, RESTful API, GitLab, GraphQL",MCA in Computer Science at IIT Bombay,2002,63.87,88.32,70.31,cause School,military Higher Secondary School,1998,1998,0
Varun,10,"Flask, JavaScript, SASS, React, CSS, Git, GraphQL, Vue.js",B.E in Computer Science at IIT Kharagpur,2000,73.02,64.31,75.96,process School,beyond Higher Secondary School,1997,1997,0
Sanya,7,"Flask, Node.js, React, GitLab, JavaScript, Django, RESTful API, Webpack",MCA in Computer Science at IIM Bangalore,2013,69.32,91.61,93.19,require School,box Higher Secondary School,2011,2009,0
Aisha,14,"Django, Flask, LESS, HTML, GitHub, Webpack, React, Angular",M.Tech in Computer Science at NIT Trichy,2008,68.7,91.39,60.63,help School,thought Higher Secondary School,2004,2005,0
Sanya,15,"Django, jQuery, Bootstrap, Angular, Git, JavaScript, Node.js, Express.js",B.E in Computer Science at IIT Madras,2017,71.0,64.98,82.76,case School,hotel Higher Secondary School,2013,2014,0
Yash,13,"Git, JavaScript, HTML, Responsive Web Design, RESTful API, Vue.js, Node.js, GraphQL",B.Tech in Computer Science at IIT Bombay,2010,67.77,92.46,94.83,house School,account Higher Secondary School,2007,2006,0
Aditi,14,"React, RESTful API, jQuery, Express.js, CSS, JavaScript, Flask, LESS",MCA in Computer Science at IIM Lucknow,2019,67.27,91.67,63.22,finish School,do Higher Secondary School,2015,2016,0
Ishika,5,"Angular, Django, Bootstrap, Vue.js, Responsive Web Design, RESTful API, Express.js, LESS",BCA in Computer Science at IIM Ahmedabad,2012,63.48,79.19,74.87,road School,middle Higher Secondary School,2008,2009,0
Aryan,10,"Django, JavaScript, jQuery, CSS, SASS, LESS, Angular, RESTful API",B.E in Computer Science at Delhi University,2013,93.46,73.06,75.05,individual School,toward Higher Secondary School,2010,2010,1
Pranav,14,"React, GitHub, Git, Vue.js, GitLab, Webpack, RESTful API, Angular",BCA in Computer Science at IIT Roorkee,2001,83.74,85.04,68.96,commercial School,treat Higher Secondary School,1998,1997,0
Mira,5,"Git, GraphQL, Webpack, Vue.js, HTML, React, Node.js, Bootstrap",B.E in Computer Science at NIT Warangal,2003,80.39,92.14,61.32,consider School,cold Higher Secondary School,2001,2002,0
Pranav,9,"JavaScript, Webpack, Django, GitHub, Flask, LESS, RESTful API, HTML",B.E in Computer Science at BITS Pilani,2001,60.78,78.39,78.28,employee School,voice Higher Secondary School,1997,1998,0
Aarav,9,"GitHub, SASS, HTML, Vue.js, jQuery, RESTful API, CSS, React",M.Tech in Computer Science at IIT Roorkee,2009,82.79,62.16,90.65,consumer School,easy Higher Secondary School,2006,2008,0
Kiran,12,"JavaScript, Angular, Node.js, RESTful API, GitLab, GraphQL, Express.js, Vue.js",M.Tech in Computer Science at IIM Ahmedabad,2000,77.0,66.18,88.67,pass School,treatment Higher Secondary School,1995,1996,0
Aisha,13,"Bootstrap, SASS, Git, GitHub, Vue.js, JavaScript, jQuery, Flask",M.E in Computer Science at IIT Bombay,2014,61.56,60.24,63.59,would School,hit Higher Secondary School,2012,2013,0
Aryan,14,"CSS, Responsive Web Design, jQuery, Git, RESTful API, Node.js, GraphQL, React",M.E in Computer Science at Anna University,2020,68.63,67.14,86.02,century School,remember Higher Secondary School,2017,2019,0
Varun,12,"jQuery, HTML, GraphQL, SASS, Bootstrap, React, GitHub, Django",B.Tech in Computer Science at IIT Roorkee,2015,77.82,64.82,61.68,shake School,apply Higher Secondary School,2010,2012,0
Rahul,9,"Angular, Node.js, Django, Git, React, jQuery, RESTful API, LESS",M.Tech in Computer Science at IIT Delhi,2015,64.07,65.35,67.9,room School,across Higher Secondary School,2010,2011,0
Pranav,4,"GraphQL, Django, Flask, Webpack, SASS, RESTful API, Angular, React",B.E in Computer Science at Jawaharlal Nehru University,2005,77.59,62.66,88.96,among School,set Higher Secondary School,2001,2001,0
Yash,1,"Flask, React, GitHub, CSS, Vue.js, Node.js, SASS, Django",BCA in Computer Science at BITS Pilani,2018,85.45,81.89,78.24,answer School,respond Higher Secondary School,2014,2017,0
Neha,11,"React, RESTful API, Django, jQuery, SASS, Responsive Web Design, Vue.js, Angular",B.E in Computer Science at IIT Kanpur,2022,65.93,68.96,93.13,reason School,reason Higher Secondary School,2017,2019,0
Yash,10,"GraphQL, Node.js, LESS, GitHub, SASS, GitLab, Bootstrap, React",B.E in Computer Science at IIM Bangalore,2010,62.3,63.29,78.19,benefit School,between Higher Secondary School,2006,2008,0
Sanya,14,"Angular, SASS, LESS, Vue.js, JavaScript, Express.js, GitLab, Git",MCA in Computer Science at IIM Bangalore,2019,77.73,94.15,61.02,boy School,happen Higher Secondary School,2016,2018,0
Rohan,13,"GraphQL, Git, CSS, JavaScript, Responsive Web Design, jQuery, HTML, Webpack",MCA in Computer Science at BITS Pilani,2004,92.93,80.07,69.04,trouble School,shoulder Higher Secondary School,1999,2000,0
Rahul,10,"Django, RESTful API, Git, Bootstrap, Responsive Web Design, GraphQL, Node.js, Vue.js",BCA in Computer Science at NIT Warangal,2019,69.12,94.26,88.97,different School,specific Higher Secondary School,2015,2017,0
Ishika,8,"Flask, CSS, Node.js, JavaScript, Django, Angular, Responsive Web Design, React",B.E in Computer Science at IIT Madras,2019,88.21,65.89,83.15,send School,more Higher Secondary School,2016,2015,0
Vikram,6,"JavaScript, GitHub, Angular, HTML, CSS, Vue.js, Express.js, jQuery",B.E in Computer Science at Anna University,2021,74.65,75.97,61.84,car School,computer Higher Secondary School,2017,2017,0
Arjun,10,"Express.js, CSS, React, GitLab, SASS, jQuery, GraphQL, Git",M.Tech in Computer Science at IIM Calcutta,2006,81.17,86.27,60.62,tree School,dream Higher Secondary School,2001,2003,0
Aisha,3,"RESTful API, Webpack, SASS, Git, Django, Bootstrap, React, CSS",MCA in Computer Science at IIM Lucknow,2001,78.5,84.52,85.25,during School,democratic Higher Secondary School,1996,1998,0
Ishika,2,"Node.js, Angular, Webpack, CSS, Vue.js, jQuery, SASS, LESS",M.E in Computer Science at IIT Kanpur,2008,88.0,70.17,63.93,perhaps School,their Higher Secondary School,2005,2005,0
Ishika,5,"HTML, Vue.js, Express.js, Responsive Web Design, Django, SASS, Angular, GitLab",B.Tech in Computer Science at IIM Lucknow,2012,90.52,69.22,63.56,born School,until Higher Secondary School,2008,2009,0
Aryan,5,"LESS, CSS, Git, Django, Webpack, SASS, JavaScript, Flask",M.Tech in Computer Science at IISc Bangalore,2020,65.65,78.48,66.81,consider School,between Higher Secondary School,2017,2017,0
Rohan,6,"Webpack, SASS, React, Flask, Node.js, GitHub, Angular, GraphQL",M.E in Computer Science at IIT Madras,2014,82.22,74.4,78.35,side School,not Higher Secondary School,2011,2011,1
Ishita,12,"GitLab, GraphQL, RESTful API, Flask, React, Express.js, HTML, LESS",M.Tech in Computer Science at IIT Kanpur,2013,80.0,83.47,72.2,each School,property Higher Secondary School,2008,2012,1
Vikram,8,"Node.js, Git, RESTful API, CSS, LESS, HTML, React, SASS",BCA in Computer Science at Jawaharlal Nehru University,2010,78.08,74.98,76.82,key School,education Higher Secondary School,2007,2007,1
Rohan,12,"GraphQL, CSS, Bootstrap, JavaScript, React, Git, GitLab, Flask",B.E in Computer Science at BITS Pilani,2009,77.84,70.41,82.47,likely School,face Higher Secondary School,2005,2007,1
Mira,8,"Git, Flask, Angular, JavaScript, SASS, React, CSS, RESTful API",M.Tech in Computer Science at IIM Calcutta,2016,71.06,87.18,64.64,customer School,offer Higher Secondary School,2012,2015,0
Neha,2,"Vue.js, React, Express.js, RESTful API, GraphQL, Django, Responsive Web Design, Git",BCA in Computer Science at IIT Bombay,2000,68.12,78.4,76.81,almost School,once Higher Secondary School,1996,1999,0
Ishita,15,"Node.js, RESTful API, Git, CSS, GitLab, Flask, LESS, SASS",M.Tech in Computer Science at IIM Calcutta,2020,71.5,87.72,68.13,bad School,miss Higher Secondary School,2015,2017,0
Neha,3,"Flask, GraphQL, React, Django, GitLab, HTML, LESS, Express.js",M.Tech in Computer Science at NIT Trichy,2003,94.79,77.51,74.4,image School,air Higher Secondary School,2000,2001,0
