name,years_experience,skills,education,graduation_year,graduation_percentage,tenth_percentage,twelfth_percentage,tenth_school,twelfth_school,tenth_passing_out_year,twelfth_passing_out_year,extracurricular_activities,companies_worked,interpersonal_skills,Criteria_Label
Aditi,5,"Business Intelligence, Financial Modeling, Market Research, Use Case Analysis, SQL, Gap Analysis, Power BI, Microsoft Excel",MBA in Business Administration at IIT Kanpur,2008,88.03,74.29,71.8,health School,enter Higher Secondary School,2005,2007,"Coding Club, Music Club, Drama Club, Sports, Debate Club","Bain & Company, Google","Problem-solving, Persuasion, Communication, Active Listening, Adaptability",1
Varun,14,"Data Analysis, Risk Analysis, Microsoft Excel, Agile Methodology, Stakeholder Management, Use Case Analysis, User Acceptance Testing (UAT), Project Management",B.Com in Business Administration at IIT Kharagpur,2004,72.77,79.58,69.61,space School,wish Higher Secondary School,2001,2002,Drama Club,"Facebook, IBM","Negotiation, Active Listening, Empathy",0
Varun,5,"Stakeholder Management, Project Management, SWOT Analysis, Market Research, Requirements Gathering, Data Analysis, Process Improvement, Power BI",BBA in Business Administration at NIT Warangal,2016,94.94,76.51,88.77,probably School,affect Higher Secondary School,2014,2014,Language Club,"IBM, KPMG","Conflict Resolution, Problem-solving, Communication, Teamwork, Active Listening",1
Aditi,4,"SWOT Analysis, Process Improvement, Use Case Analysis, Project Management, Requirements Gathering, Risk Analysis, User Acceptance Testing (UAT), Gap Analysis",B.Com in Business Administration at IIT Kanpur,2002,88.84,78.05,89.54,rate School,save Higher Secondary School,2000,2000,"Music Club, Volunteering, Community Service, Robotics Club",Bain & Company,"Negotiation, Time Management, Creativity, Leadership",0
Mira,3,"Use Case Analysis, SWOT Analysis, Process Improvement, User Acceptance Testing (UAT), Gap Analysis, Microsoft Excel, Market Research, Tableau",BBA in Business Administration at IIT Madras,2019,74.21,68.7,85.02,yeah School,bit Higher Secondary School,2014,2017,"Student Government, Drama Club","Apple, Oracle","Creativity, Empathy",0
Rohan,9,"Use Case Analysis, Gap Analysis, Process Improvement, Agile Methodology, SQL, Risk Analysis, Tableau, Microsoft Excel",MBA in Business Administration at IIM Ahmedabad,2012,84.6,70.7,84.55,play School,raise Higher Secondary School,2009,2009,,"Oracle, TCS, Infosys","Leadership, Negotiation, Empathy, Active Listening, Conflict Resolution",1
Ravi,9,"Market Research, User Acceptance Testing (UAT), Power BI, Requirements Gathering, Business Intelligence, Risk Analysis, Stakeholder Management, Agile Methodology",PGDM in Business Administration at IIT Delhi,2009,78.94,64.74,93.77,building School,radio Higher Secondary School,2007,2008,,"Bain & Company, KPMG, Google","Active Listening, Negotiation, Decision Making",0
Mira,8,"Tableau, Gap Analysis, Risk Analysis, Data Visualization, Requirements Gathering, Process Improvement, Financial Modeling, Stakeholder Management",B.Com in Business Administration at IISc Bangalore,2007,86.69,77.95,64.15,teach School,involve Higher Secondary School,2005,2004,"Coding Club, Science Club, Music Club, Debate Club",Goldman Sachs,"Time Management, Creativity",0
Vikram,0,"Use Case Analysis, Data Analysis, Financial Modeling, Agile Methodology, Power BI, Project Management, Process Improvement, Microsoft Excel",B.Com in Business Administration at IIT Delhi,2022,83.44,81.42,70.71,reality School,challenge Higher Secondary School,2018,2018,"Art Club, Drama Club, Volunteering, Coding Club, Debate Club","KPMG, IBM, McKinsey & Company","Time Management, Conflict Resolution, Empathy, Persuasion, Leadership",0
Ravi,7,"Stakeholder Management, Requirements Gathering, Project Management, Agile Methodology, Microsoft Excel, Tableau, SWOT Analysis, Power BI",B.Com in Business Administration at IIT Roorkee,2009,74.86,92.12,80.68,trip School,skill Higher Secondary School,2004,2007,"Sports, Debate Club, Science Club, Chess Club","KPMG, Amazon","Active Listening, Adaptability, Problem-solving",1
Ishika,0,"Business Intelligence, Market Research, Gap Analysis, Process Improvement, Data Analysis, Stakeholder Management, SWOT Analysis, Power BI",B.Com in Business Administration at IISc Bangalore,2014,74.28,92.47,74.11,thousand School,enter Higher Secondary School,2010,2013,"Community Service, Art Club","Oracle, KPMG","Time Management, Decision Making, Communication",0
Arjun,15,"Market Research, Agile Methodology, SQL, Microsoft Excel, Stakeholder Management, SWOT Analysis, Power BI, Process Improvement",PGDM in Business Administration at IIT Kharagpur,2005,61.78,79.86,77.24,sort School,environmental Higher Secondary School,2001,2001,Language Club,"PwC, BCG, Deloitte","Negotiation, Conflict Resolution, Decision Making, Empathy, Time Management",0
Rohan,10,"Agile Methodology, Business Intelligence, Data Visualization, Microsoft Excel, Power BI, Market Research, Stakeholder Management, User Acceptance Testing (UAT)",BBA in Business Administration at Jawaharlal Nehru University,2015,66.8,94.05,94.93,management School,recognize Higher Secondary School,2011,2014,"Science Club, Sports, Literary Club, Music Club",Infosys,"Empathy, Problem-solving, Adaptability, Persuasion",0
Pranav,10,"Use Case Analysis, Data Analysis, Market Research, SWOT Analysis, User Acceptance Testing (UAT), Business Intelligence, SQL, Microsoft Excel",BBA in Business Administration at IISc Bangalore,2016,93.84,91.5,65.12,recent School,evidence Higher Secondary School,2013,2014,"Debate Club, Community Service, Science Club",Apple,"Time Management, Adaptability, Decision Making, Teamwork",0
Anaya,8,"User Acceptance Testing (UAT), Financial Modeling, Microsoft Excel, Market Research, Power BI, Project Management, Risk Analysis, Data Analysis",B.Com in Business Administration at Delhi University,2004,64.36,83.76,75.2,possible School,force Higher Secondary School,2002,2001,"Science Club, Volunteering, Debate Club, Language Club, Music Club",BCG,"Creativity, Empathy, Decision Making, Teamwork, Time Management",0
Aisha,13,"Stakeholder Management, Business Intelligence, Use Case Analysis, SQL, Power BI, Financial Modeling, Risk Analysis, Tableau",B.Com in Business Administration at IIT Bombay,2009,71.89,85.47,66.54,form School,religious Higher Secondary School,2004,2007,"Sports, Science Club","TCS, Google","Communication, Decision Making, Creativity, Empathy",0
Sanya,0,"SQL, Microsoft Excel, Gap Analysis, Data Visualization, Financial Modeling, Tableau, Process Improvement, Requirements Gathering",PGDM in Business Administration at Jawaharlal Nehru University,2022,62.94,81.41,70.9,window School,car Higher Secondary School,2018,2021,"Literary Club, Art Club","Accenture, McKinsey & Company, Infosys","Adaptability, Persuasion",0
Ishita,0,"Financial Modeling, Project Management, Stakeholder Management, Data Visualization, Microsoft Excel, Gap Analysis, Use Case Analysis, Business Intelligence",BBA in Business Administration at IIT Delhi,2008,63.68,79.02,94.71,only School,career Higher Secondary School,2004,2007,"Coding Club, Community Service","KPMG, Infosys, Ernst & Young","Active Listening, Negotiation",0
Ravi,12,"SQL, Risk Analysis, Project Management, Use Case Analysis, Requirements Gathering, Microsoft Excel, Agile Methodology, Financial Modeling",MBA in Business Administration at BITS Pilani,2016,75.53,79.08,91.07,fly School,fall Higher Secondary School,2011,2014,"Drama Club, Sports, Debate Club, Robotics Club","PwC, Bain & Company, Infosys","Problem-solving, Leadership, Persuasion, Communication",1
Aarav,15,"Microsoft Excel, Process Improvement, Gap Analysis, Financial Modeling, Project Management, Risk Analysis, Power BI, SWOT Analysis",BBA in Business Administration at IIT Madras,2005,67.41,83.17,90.07,my School,nearly Higher Secondary School,2001,2001,Debate Club,"IBM, Goldman Sachs","Persuasion, Negotiation, Teamwork, Time Management",0
Aditi,2,"Project Management, Market Research, Process Improvement, Data Analysis, Risk Analysis, Gap Analysis, Stakeholder Management, Financial Modeling",BBA in Business Administration at IISc Bangalore,2006,73.44,68.91,94.2,director School,piece Higher Secondary School,2003,2004,"Community Service, Debate Club, Science Club, Art Club, Drama Club","Deloitte, Amazon","Teamwork, Active Listening, Creativity, Communication, Persuasion",0
Ishita,9,"SQL, Market Research, Agile Methodology, Gap Analysis, User Acceptance Testing (UAT), Data Analysis, Power BI, Project Management",PGDM in Business Administration at Jawaharlal Nehru University,2009,78.23,88.68,81.99,would School,relationship Higher Secondary School,2005,2006,Chess Club,"Amazon, Deloitte, TCS","Adaptability, Decision Making, Negotiation",1
Vikram,5,"Microsoft Excel, Market Research, Agile Methodology, Tableau, Requirements Gathering, Process Improvement, User Acceptance Testing (UAT), Data Visualization",B.Com in Business Administration at NIT Trichy,2006,76.62,77.31,93.42,which School,business Higher Secondary School,2003,2004,"Sports, Debate Club, Chess Club, Community Service, Volunteering","Accenture, Bain & Company, Infosys","Negotiation, Teamwork, Adaptability, Active Listening, Creativity",1
Aryan,5,"Process Improvement, Tableau, Financial Modeling, Use Case Analysis, Gap Analysis, Requirements Gathering, Market Research, Risk Analysis",MBA in Business Administration at IIM Calcutta,2008,77.77,73.16,80.56,tonight School,three Higher Secondary School,2005,2006,"Robotics Club, Chess Club, Science Club, Community Service","IBM, KPMG, Bain & Company","Problem-solving, Negotiation, Time Management, Persuasion",1
Aarav,12,"User Acceptance Testing (UAT), Use Case Analysis, Market Research, Project Management, Risk Analysis, Power BI, Data Visualization, Stakeholder Management",B.Com in Business Administration at IIT Kharagpur,2014,80.15,92.8,83.69,among School,available Higher Secondary School,2011,2011,,Facebook,"Empathy, Creativity",1
Mira,1,"Agile Methodology, Microsoft Excel, Data Analysis, Tableau, Financial Modeling, User Acceptance Testing (UAT), Business Intelligence, Market Research",B.Com in Business Administration at IIT Bombay,2008,64.23,84.01,64.8,experience School,history Higher Secondary School,2004,2005,"Literary Club, Drama Club","IBM, Amazon, Accenture","Time Management, Persuasion, Communication, Negotiation, Conflict Resolution",0
Mira,7,"Data Visualization, Microsoft Excel, Agile Methodology, Data Analysis, Use Case Analysis, SWOT Analysis, Process Improvement, Stakeholder Management",PGDM in Business Administration at IIM Bangalore,2000,60.23,64.15,60.4,pick School,song Higher Secondary School,1998,1996,Sports,"Accenture, Facebook","Teamwork, Time Management, Empathy, Conflict Resolution, Persuasion",0
Aisha,7,"Data Analysis, Data Visualization, Business Intelligence, SQL, Agile Methodology, Use Case Analysis, Project Management, Microsoft Excel",B.Com in Business Administration at IIT Delhi,2012,84.79,81.07,70.51,dog School,will Higher Secondary School,2009,2009,Sports,Deloitte,"Communication, Teamwork",1
Anaya,6,"Risk Analysis, Microsoft Excel, Use Case Analysis, Tableau, Power BI, Data Visualization, Business Intelligence, Market Research",B.Com in Business Administration at NIT Trichy,2012,68.08,83.53,71.43,hope School,only Higher Secondary School,2010,2008,"Music Club, Drama Club, Volunteering, Language Club","Infosys, Bain & Company, Google","Communication, Leadership, Creativity, Problem-solving, Active Listening",0
Varun,10,"Tableau, Project Management, Financial Modeling, Data Analysis, Business Intelligence, Stakeholder Management, Agile Methodology, Requirements Gathering",B.Com in Business Administration at Delhi University,2014,87.07,93.82,75.97,bar School,close Higher Secondary School,2012,2012,,"Google, Goldman Sachs, Microsoft","Communication, Leadership",1
Mira,13,"Requirements Gathering, Project Management, Data Analysis, Power BI, Use Case Analysis, Agile Methodology, Business Intelligence, Tableau",B.Com in Business Administration at Anna University,2003,94.57,66.05,80.84,ground School,little Higher Secondary School,2001,2000,"Art Club, Debate Club, Literary Club, Chess Club, Volunteering","IBM, Microsoft, Oracle","Creativity, Time Management, Negotiation",0
Varun,4,"Business Intelligence, Financial Modeling, User Acceptance Testing (UAT), Agile Methodology, Project Management, Microsoft Excel, Data Visualization, SWOT Analysis",B.Com in Business Administration at IIT Roorkee,2003,70.69,94.79,94.81,special School,remain Higher Secondary School,2001,2000,"Sports, Drama Club, Literary Club, Art Club, Music Club","TCS, Infosys, Google","Time Management, Communication, Conflict Resolution, Creativity, Leadership",0
Ishita,6,"SQL, Data Visualization, SWOT Analysis, Stakeholder Management, Financial Modeling, Requirements Gathering, Agile Methodology, Process Improvement",B.Com in Business Administration at BITS Pilani,2017,74.17,86.22,85.01,career School,back Higher Secondary School,2013,2013,Language Club,"KPMG, BCG, Ernst & Young","Leadership, Decision Making, Conflict Resolution, Negotiation",1
Yash,3,"User Acceptance Testing (UAT), Business Intelligence, Tableau, Power BI, Market Research, Microsoft Excel, Financial Modeling, Data Visualization",BBA in Business Administration at IIT Roorkee,2002,78.96,78.78,72.62,add School,both Higher Secondary School,1999,1998,"Music Club, Volunteering",Microsoft,"Negotiation, Decision Making, Creativity, Leadership, Empathy",0
Aisha,1,"Microsoft Excel, Stakeholder Management, Business Intelligence, Use Case Analysis, Power BI, Requirements Gathering, SWOT Analysis, User Acceptance Testing (UAT)",PGDM in Business Administration at Delhi University,2007,86.27,61.14,83.46,number School,truth Higher Secondary School,2004,2003,"Language Club, Literary Club","Facebook, Infosys","Creativity, Empathy, Teamwork, Persuasion",0
Aarav,8,"Risk Analysis, Stakeholder Management, SWOT Analysis, Business Intelligence, Process Improvement, User Acceptance Testing (UAT), Requirements Gathering, Data Analysis",PGDM in Business Administration at IIFT Delhi,2012,83.15,69.56,73.18,at School,responsibility Higher Secondary School,2009,2011,"Language Club, Volunteering","Bain & Company, TCS, Apple","Time Management, Persuasion, Leadership, Conflict Resolution",0
Aarav,5,"Stakeholder Management, Project Management, Use Case Analysis, Risk Analysis, Financial Modeling, Requirements Gathering, SQL, Power BI",MBA in Business Administration at IIM Lucknow,2009,90.71,78.68,82.54,director School,capital Higher Secondary School,2006,2008,"Debate Club, Student Government, Art Club, Sports","Google, IBM, BCG","Communication, Leadership",1
